date,startup_name,industry,sub_industry,city,investors,investment_type,amount_usd,investor_list
2015-10-06,Sportzvillage,Sports Management & Physical Education Business,,Bangalore,Gaja Capital Private Equity Fund,Private Equity,10000000.0,['Gaja Capital Private Equity Fund']
2015-10-06,Sportybeans,multi-sport program for preschoolers,,Pune,YouWeCan Ventures,Seed Funding,0.0,['YouWeCan Ventures']
2015-10-06,Burger Singh,QSR & Online delivery portal,,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,500000.0,"['Ashvin Chadha', ' Avtar Monga', ' Udaan Angels', ' Dheeraj Jain']"
2015-10-06,Welcome Cure,Online Homeopathy Clinic,,Mumbai,Unnamed Media house and HNIs,Private Equity,6000000.0,['Unnamed Media house and HNIs']
2015-10-07,Schoolguru,E-Learning Service Provider,,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000.0,['High Networth Individuals from India & USA']
2015-10-07,Naturally Yours,Organic Food etailer,,Mumbai,Sanjay Mehta,Seed Funding,0.0,['Sanjay Mehta']
2015-10-07,Gojavas,Delivery & Logistics Service provider,,Gurgaon,Snapdeal,Private Equity,20000000.0,['Snapdeal']
2015-10-07,Scandid,Product Discovery & comparison App,,Pune,Micromax Informatics,Private Equity,0.0,['Micromax Informatics']
2015-10-07,Stalkbuylove,Online Apparels Fashion brand,,Delhi,"Mato Peric, Peter Kabel & others",Private Equity,0.0,"['Mato Peric', ' Peter Kabel & others']"
2015-10-08,Zupermeal,Home Cooked Food marketplace & Delivery,,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,2000000.0,"['Sanjeev Kapoor', '\\\\xc2\\\\xa0 Ravi Saxena & Others']"
2015-10-08,Cube26,Gesture based Mobile Development,,Delhi,"Tiger Global Management, Flipkart",Private Equity,7700000.0,"['Tiger Global Management', ' Flipkart']"
2015-10-08,Mobikon,Hotel Mobile CRM Software platform,,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,0.0,"['Life.SREDA', ' Qualgro']"
2015-10-08,Grabhouse,Rental Accommodation Search platform,,Bangalore,Sequoia and Kalaari Capital.,Private Equity,10000000.0,['Sequoia and Kalaari Capital.']
2015-10-08,Quifers,Logistics Tech Platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000.0,"['Vikas Agarwal', ' Vishal Khare', ' Sanjeev Kakkar', ' Smile Group']"
2015-10-09,Stockroom,Developer Portfolio Showcase platform,,Hyderabad,Undisclosed Investors,Seed Funding,70000.0,['Undisclosed Investors']
2015-10-09,Curofy,Doctors Network Mobile App,,Delhi,RoundGlass Partners,Private Equity,0.0,['RoundGlass Partners']
2015-10-09,Cloud Lending,End-to-End Lending platform,,Bangalore / San Mateo,SF Capital Group,Private Equity,8000000.0,['SF Capital Group']
2015-10-09,Inayo,on-demand healthcare marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,300000.0,"['Kemark Ventures', ' Amit Ranjan', ' Zishaan Hayath and Others']"
2015-10-09,Wonobo,360-degree view creating platform,,Bangalore,Quikr,Private Equity,0.0,['Quikr']
2015-10-09,Kulzy,Advertising & Marketing Community Networking platform,,Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000.0,"['Seedfund', ' Bedrock Ventures']"
2015-10-09,Zeppery,Food Ordering & Delivery App,,Delhi,Suyash Sharma,Seed Funding,77000.0,['Suyash Sharma']
2015-10-12,Zify,Ride Sharing platform,,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,190000.0,['Sean O\\\\xe2\\\\x80\\\\x99Sullivan & Others']
2015-10-12,Faircent,Online P2P lending marketplace,,Gurgaon,Aarin Capital Partners,Private Equity,0.0,['Aarin Capital Partners']
2015-10-12,Bizongo,B2B marketplace for industrial goods,,Mumbai,Accel Partners,Seed Funding,0.0,['Accel Partners']
2015-10-12,Gridle,Cloud Based Collaboration platform,,Ahmedabad,LetsVenture,Seed Funding,100000.0,['LetsVenture']
2015-10-12,Tripoto,global community for travellers,,Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,0.0,"['500 Startups', ' IDG Ventures & Advantedge fund', ' Neeraj Arora', ' Leon Seynave']"
2015-10-12,Mubble,Prepaid Bill manager App,,Bangalore,Accel Partners,Private Equity,0.0,['Accel Partners']
2015-10-13,Voodoo,Mobile Only Shopping Assistant,,Delhi,SAIF Partners,Seed Funding,1000000.0,['SAIF Partners']
2015-10-13,Lookup,Mobile Messaging Assistant App,,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,2500000.0,"['Khosla Impact', ' Biz Stone', ' Catamaran Ventures', ' Global Founders Capital', ' European investment fund']"
2015-10-14,Askmygift,Personalized Wish List creator app,,Noida,Turning Ideas,Seed Funding,50000.0,['Turning Ideas']
2015-10-14,Gaana,Music Streaming mobile app,,Mumbai,Micromax Informatics Ltd,Private Equity,0.0,['Micromax Informatics Ltd']
2015-10-14,Zappfresh,Raw Meat & Ready to eat food etailer,,Gurgaon,Undisclosed Investors,Seed Funding,77000.0,['Undisclosed Investors']
2015-10-14,Gymtrekker,Gym Discovery platform,,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,0.0,"['Dewang Neralla', 'Roopak Taneja', ' Manisha Gupta']"
2015-10-15,Bounty App,Online Purchase rewards app,,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,0.0,"['Fireside Ventures', ' Mumbai Angels MAPE Advisory Group.']"
2015-10-16,Homers,Home rental platform,,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,0.0,"['Devesh Rai G', ' Rajesh Aggarwal', ' Amitpal Bhutani']"
2015-10-16,Mshipper,Crowdsourced Delivery platform,,Delhi,Vijai Laxmi,Seed Funding,0.0,['Vijai Laxmi']
2015-10-16,Bolrealty,Real Estate Insights platform,,Delhi,Manpreet Singh,Seed Funding,0.0,['Manpreet Singh']
2015-10-17,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Parampara Capital,Private Equity,1000000.0,['Parampara Capital']
2015-10-19,Letsventure,Startup Funding Marketplace,,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,0.0,"['Accel Partners', ' Anupam Mittal & other marquee investors']"
2015-10-19,Citrus Payment,Payments Solution platform,,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,25000000.0,"['Sequoia Capital', ' Ascent Capital', ' eContext Asia', ' Beenos Asia']"
2015-10-19,Holidify,Travel Destination Discovery platform,,Delhi,Aarti Group,Seed Funding,100000.0,['Aarti Group']
2015-10-20,Primaseller,Order Fulfillment SAAS platform,,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,0.0,"['Dr. Aniruddha Malpani Manish Gupta', ' M&S Partners & others']"
2015-10-20,Opinio,Last Mile Delivery Service,,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,7000000.0,"['Delhivery', ' Sands Capital and Accel Partners']"
2015-10-20,Attune Technologies,Healthcare IT Solutions & services,,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,10000000.0,"['Qualcomm Venture', ' Norwest Venture Partners']"
2015-10-20,Ichef,Gourmet Meals Delivery,,Mumbai,Springboard Ventures,Private Equity,0.0,['Springboard Ventures']
2015-10-21,Jiyo Natural,Healthy Meals Food delivery platform,,Bangalore,Indian Angel Network,Seed Funding,0.0,['Indian Angel Network']
2015-10-21,Agentdesks,Real Estate Mobile CRM,,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,2950000.0,"['Sierra Ventures', ' Cota Capital', ' Vegas Tech Fund']"
2015-10-21,White Owl Brewery,Micro-Brewery,,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,1530000.0,"['Arihant Patni', ' RAAY Global Investments']"
2015-10-21,Mealhopper,Home Made Food Marketplace,,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,100000.0,"['Alok Bajpai', ' Rajnish Kumar', ' Amit Dey']"
2015-10-21,Zenify,residential rental management platform,,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,640000.0,"['Atul Jalan', ' Shrikanth & Bharath']"
2015-10-21,Stockal,Personalized Stock Intelligence Platform,,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,0.0,"['R Natarajan', ' Mohan Alexander']"
2015-10-23,Medd,Personal Diagnostic Mobile App,,Mumbai,Group of Angel investors,Seed Funding,150000.0,['Group of Angel investors']
2015-10-23,Leaping Caravan,Online food ordering & Delivery service,,Gurgaon,Group of Angel investors,Seed Funding,150000.0,['Group of Angel investors']
2015-10-23,Frsh,Online food ordering & Delivery service,,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,1000000.0,"['Mumbai Angels', ' Mayank Bhangdia', ' Kae Capital']"
2015-10-23,Qik Stay,Hotel Aggregator & booking platform,,Delhi,ID Enablers Pvt Ltd,Seed Funding,250000.0,['ID Enablers Pvt Ltd']
2015-10-26,Parcelled,Online Logistics Platform,,Bangalore,Delhivery,Private Equity,5000000.0,['Delhivery']
2015-10-26,Almamapper,Online Student & Campus Social Networking platform,,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,400000.0,['Oswal Techno Ventures LLP']
2015-10-26,Flexing It,Professionals & Project Search Marketplace,,Delhi,undisclosed private investors,Seed Funding,500000.0,['undisclosed private investors']
2015-10-26,Netmeds,Online Pharmacy,,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,50000000.0,"['OrbiMed', ' Pradip Dadha Group']"
2015-10-26,Razorpay,Online Payment Gateway,,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,9000000.0,"['Tiger Global Management', ' Matrix Partners']"
2015-10-27,Jombay,Psychometric Test Online Software,,Pune,Ventureworks India,Private Equity,0.0,['Ventureworks India']
2015-10-27,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,,Mumbai,Unnamed investor,Seed Funding,77000.0,['Unnamed investor']
2015-10-27,Care24,Professional Health Services Platform,,Mumbai,India Quotient,Seed Funding,350000.0,['India Quotient']
2015-10-27,Roadrunnr,Hyperlocal Logistics Service,,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,10000000.0,"['Sequoia Capital', ' Nexus Venture Partners']"
2015-10-27,Simpli5D,Online user engagement platform,,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,0.0,"['Redcliffe Capital', ' YourNest Angel Fund']"
2015-10-28,Origa Leasing,Asset Financing platform,,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,1100000.0,"['ah! Ventures', ' 500 Startups & Other HNIs']"
2015-10-28,Smartivity,Virtual Reality activity based learning platform,,Delhi,S Chand and Co Pvt Ltd,Seed Funding,200000.0,['S Chand and Co Pvt Ltd']
2015-10-28,Urdoorstep,Online Grocery Store,,Bangalore,Jupiter Capital,Private Equity,0.0,['Jupiter Capital']
2015-10-29,Tavaga,Investment management platform,,Mumbai,Tracxn Syndicate,Seed Funding,0.0,['Tracxn Syndicate']
2015-10-29,Moglix,Industrial Toons Marketplace,,Noida,"Accel Partner, Jungle Ventures",Private Equity,0.0,"['Accel Partner', ' Jungle Ventures']"
2015-10-29,Zophop,Public Commute helper App,,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,450000.0,"['Amit Singhal', ' PK Gulati & others']"
2015-10-30,Niki,Artificial Intelligence Ecommerce Chatbot,,Bangalore,Unilazer Ventures,Seed Funding,0.0,['Unilazer Ventures']
2015-10-30,Instavans,Truck Aggregator & Logistics service,,Bangalore,Suresh Vaswani,Seed Funding,0.0,['Suresh Vaswani']
2015-10-30,Lifto,Ridesharing Mobile app,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,130000.0,"['Rajesh Bhatia', ' Dheeraj Mehta & Others']"
2015-10-30,Tinyowl,Food Discovery & Delivery Mobile app,,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,7500000.0,"['Sequoia Capital', ' Matrix Partners']"
2015-10-30,Toppr,Competitive exam learning platform,,Mumbai,InnoVen Capital,Private Equity,2000000.0,['InnoVen Capital']
2015-10-30,Kleeto,Document Digitization platform,,Gurgaon,GREX,Seed Funding,230000.0,['GREX']
2015-10-30,Beaconstalk,proximity marketing & Mobile Advertising platform,,Mumbai,Puneet Bhatia & others,Seed Funding,80000.0,['Puneet Bhatia & others']
2015-10-31,Jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,Paytm,Private Equity,10000000.0,['Paytm']
2015-09-01,Toflo,FinTech Startup Incubation platform,,Mumbai,Tania Johny Palathinkal,Seed Funding,100000.0,['Tania Johny Palathinkal']
2015-09-01,Fxmartindia,Payment Services platform,,Chandigarh,Flipkart,Private Equity,0.0,['Flipkart']
2015-09-01,Stylecracker,Personalized Styling platform,,Mumbai,Group of HNI investors,Private Equity,1000000.0,['Group of HNI investors']
2015-09-01,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,,Gurgaon,Reliance Capital,Private Equity,900000.0,['Reliance Capital']
2015-09-02,Holachef,Food Delivery Platform,,Mumbai,Ratan Tata,Private Equity,0.0,['Ratan Tata']
2015-09-02,Zivame,Online Lingerie Marketplace,,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40000000.0,"['Zodius Technology Fund', ' Khazanah Nasional Berhad']"
2015-09-02,Capillary Tech,Cloud software solutions,,Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45000000.0,"['Warburg Pincus', ' Sequoia Capital', ' Norwest Venture Partners']"
2015-09-03,Jobspire,Job Search Platform,,Bangalore,Purvi Capital,Seed Funding,260000.0,['Purvi Capital']
2015-09-03,Meradoctor,Doctor consultancy Mobile App,,Mumbai,India Quotient & other investors,Seed Funding,0.0,['India Quotient & other investors']
2015-09-03,Vistaar Finance,Small Business Financing (NBFC),,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,40000000.0,"['WestBridge Capital', ' Omidyar Network', ' Elevar Equity', ' Saama Capital', '\\\\xc2\\\\xa0 Lok Capital']"
2015-09-03,Hijinny,Beauty & Wellness Services Marketplace,,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,0.0,['CMYK Health Boutique Pvt Ltd & Other individual investors']
2015-09-04,Clapsnslaps,Online Movie Review Platform,,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000.0,['R M Picture Company Pvt. Ltd.']
2015-09-04,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,,Mumbai,Ashish Jhalani,Seed Funding,100000.0,['Ashish Jhalani']
2015-09-04,Roomcentral,Cloud-based Hotel Booking Platform,,Bangalore,Karanpal Singh,Seed Funding,2000000.0,['Karanpal Singh']
2015-09-07,Youthkiawaaz,Community Driven News/Views Platform,,Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000.0,"['Raghav Bahl', ' Ritu Kapur']"
2015-09-07,Prozo,Study Material Marketplace,,Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,205000.0,"['Nalin Jain', ' Shomil Pant', ' Dinesh Kundu & others']"
2015-09-07,Zomato,Restaurant Ratings & Reviews platform,,Gurgaon,"Temasek, Vy Capital",Private Equity,60000000.0,"['Temasek', ' Vy Capital']"
2015-09-07,Sahayog Dairy,Dairy Based Product Manufacturer,,Bhopal,Acumen Fund,Private Equity,1800000.0,['Acumen Fund']
2015-09-08,Mockbank,Government Test Preparation platform,,Bangalore,Blume Ventures,Seed Funding,400000.0,['Blume Ventures']
2015-09-08,Reportbee,Smart Report Cards for Schools,,Chennai,India Educational Investment Fund,Seed Funding,0.0,['India Educational Investment Fund']
2015-09-08,Gurug Learning,Teacher empowerment platform,,Bangalore,India Educational Investment Fund,Seed Funding,0.0,['India Educational Investment Fund']
2015-09-10,Onlinetyari,Multilingual Test Preparation Platform,,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000.0,"['500 Startups', ' TV Mohandas Pai', ' Tandem Capital', ' Vikram Chachra', ' Aloke Bajpai']"
2015-09-10,Industrybuying,Industrial Tools Marketplace,,Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,9200000.0,"['Kalaari Capital', ' SAIF Partners', ' Beenextan investment fund']"
2015-09-10,The/Nudge Foundation,Non Profit Organization to alleviate poverty,,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,315000.0,"['Nanadan Nilekani', ' InMobi', ' Paytm']"
2015-09-11,Fitmein,Gym & Fitness Studios Subscription platform,,Delhi,Green House Ventures,Seed Funding,100000.0,['Green House Ventures']
2015-09-11,Envoged,pre-used luxury item Marketplace,,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,0.0,"['Ankush Nijhawan', ' Manish Dhingra', ' Gaurav Bhatnagar']"
2015-09-11,Renomania,Home Design & D\\xc3\\xa9cor platform,,Delhi,Subodh Gupta,Seed Funding,0.0,['Subodh Gupta']
2015-09-12,Credr,Used Vehicles Marketplace,,Mumbai,Eight Road Ventures,Private Equity,15000000.0,['Eight Road Ventures']
2015-09-12,Yatragenie,Online Bus & Cab ticketing platform,,Hyderabad,Ash Bhardwaj,Private Equity,0.0,['Ash Bhardwaj']
2015-09-14,Canvasflip,Mobile App testing platform,,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000.0,['Bessemer Venture Partners']
2015-09-14,Shadowfax,Hyperlocal Delivery Services,,Gurgaon,Eight Roads Ventures,Private Equity,9000000.0,['Eight Roads Ventures']
2015-09-14,Ue Life Sciences,Early Cancer Detection Solutions,,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,3000000.0,"['Aarin Capital', ' Unitus Seed Fund']"
2015-09-14,Ola Cabs,Cab rental Mobile app,,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,225000000.0,"['Falcon Edge Capital', ' NY based Hedge Fund', ' Tiger Global', ' Softbank']"
2015-09-15,Coverfox,Online Insurance Distribution Platform,,Mumbai,Cataraman Ventures,Private Equity,2000000.0,['Cataraman Ventures']
2015-09-15,Moengage,Mobile Marketing Automation Platform,,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,4250000.0,"['Helion Venture Partners', ' Exfinity Ventures']"
2015-09-15,Mubble,Prepaid Mobile Bill Manager App,,Bangalore,Nandan Nilekani,Seed Funding,0.0,['Nandan Nilekani']
2015-09-15,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,1000000.0,"['Anil Matai', ' Vikram Tandon', ' Shyam Sundar R & others']"
2015-09-15,Room On Call,Branded Budget Hotel Marketplace,,Noida,Payal Syal,Seed Funding,300000.0,['Payal Syal']
2015-09-15,Fyne,Home Fitting & Fixtures Marketplace,,Bangalore,Sandeep Dama & Others,Seed Funding,0.0,['Sandeep Dama & Others']
2015-09-16,Chaipoint,Food Subscription platform,,Bangalore,Eight Roads Ventures,Private Equity,10000000.0,['Eight Roads Ventures']
2015-09-16,Wedmegood,Wedding Planning Platform,,Gurgaon,Indian Angel Network,Seed Funding,410000.0,['Indian Angel Network']
2015-09-16,Xstok,B2B Mobile Auction Marketplace,,Mumbai,Oliphans Capital,Seed Funding,450000.0,['Oliphans Capital']
2015-09-17,Unilog,ECommerce Data Analytics Platform,,Bangalore,Kalaari Capital,Private Equity,0.0,['Kalaari Capital']
2015-09-17,Paintcollar,Designer Merchandize Marketplace,,Mumbai,Applyifi,Seed Funding,0.0,['Applyifi']
2015-09-17,Yepme,Private label Fashion eTailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75000000.0,"['Khazanah Nasional Berhad', ' Helion Venture Partners']"
2015-09-17,Bueno,Online Food ordering & delivery,,Gurgaon,High Networth Individuals (No details),Seed Funding,600000.0,['High Networth Individuals (No details)']
2015-09-18,Plabro,Real Estate Broker Platform App,,Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000.0,"['Sachin Bansal & Binny Bansal', ' Sol Primero', ' Outbox Ventures', ' Sangram Singh']"
2015-09-18,Curejoy,Online Health & Wellness platform,,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1150000.0,"['Accel Partners', ' Subrata Mitra', ' Larry Braitman', ' Venk Krishna']"
2015-09-18,Briston Technomach,Internet of Things platform,,Delhi,Undisclosed,Seed Funding,150000.0,['Undisclosed']
